,hash,reusablePlugItems
1300,1300,"[{'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 622433369}]"
1301,1301,"[{'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 2931483505}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 341869371}]"
1302,1302,"[{'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 2931483505}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 4166195598}]"
1303,1303,"[{'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 3054949324}]"
1304,1304,"[{'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 3161816588}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 3436462433}]"
1305,1305,"[{'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 47981717}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 1546637391}]"
1306,1306,"[{'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 2931483505}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 572589482}]"
1307,1307,"[{'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 961505134}]"
1308,1308,"[{'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 3772485195}]"
1309,1309,"[{'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 2931483505}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 859354675}]"
1310,1310,"[{'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 2608508147}]"
1311,1311,"[{'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 1185273366}]"
1312,1312,"[{'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 2931483505}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 3673548752}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 3044160466}]"
1313,1313,"[{'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 2223914385}]"
1314,1314,"[{'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 407549716}]"
1315,1315,"[{'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 2931483505}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 3547626308}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 3802742250}]"
1316,1316,"[{'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 692285813}]"
1317,1317,"[{'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 3663096260}]"
1318,1318,"[{'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 2799418574}]"
1319,1319,"[{'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 3824622015}]"
1320,1320,"[{'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 2979726427}]"
1321,1321,"[{'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 185514250}]"
1322,1322,"[{'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 3933525366}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 3933525367}]"
1323,1323,"[{'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 3531427694}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 3531427695}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 3531427692}]"
1324,1324,"[{'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 1341767667}]"
1325,1325,"[{'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 1399217}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 1399216}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 1399219}]"
1326,1326,"[{'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 3260056808}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 3260056809}]"
1327,1327,"[{'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 469281040}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 469281041}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 469281042}]"
1328,1328,"[{'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 2028772231}]"
1329,1329,"[{'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 3492047641}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 3492047640}]"
1330,1330,"[{'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 890263313}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 890263312}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 890263315}]"
1331,1331,"[{'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 2543177538}]"
1332,1332,"[{'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 1390587439}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 1700810598}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 2975041411}]"
1333,1333,"[{'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 3321444752}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 3321444753}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 3321444754}]"
1334,1334,"[{'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 3400784728}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 2450788523}]"
1335,1335,"[{'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 1546637391}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 957782887}]"
1336,1336,"[{'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 2942552113}]"
1337,1337,"[{'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 2931483505}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 4060882456}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 4060882457}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 4060882458}]"
1338,1338,"[{'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 3837077246}]"
1339,1339,"[{'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 3556949035}]"
1340,1340,"[{'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 2931483505}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 104934846}]"
1341,1341,"[{'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 213689231}]"
1342,1342,"[{'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 2931483505}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 3170445301}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 3170445300}]"
1343,1343,"[{'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 1315870387}]"
1344,1344,"[{'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 1549056416}]"
1345,1345,"[{'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 2931483505}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 1522454198}]"
1346,1346,"[{'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 2200569208}]"
1347,1347,"[{'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 1281243303}]"
1348,1348,"[{'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 2931483505}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 1061828070}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 3991681308}]"
1349,1349,"[{'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 536517534}]"
1350,1350,"[{'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 3937312904}]"
1351,1351,"[{'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 2931483505}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 1929437677}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 3756164435}]"
1352,1352,"[{'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 2909403175}]"
1353,1353,"[{'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 3117514172}]"
1354,1354,"[{'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 2931483505}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 4258327739}]"
1355,1355,"[{'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 2179914730}]"
1356,1356,"[{'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 3666208348}]"
1357,1357,"[{'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 290014589}]"
1358,1358,"[{'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 2931483505}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 396425346}]"
1359,1359,"[{'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 183772609}]"
1360,1360,"[{'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 2931483505}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 3103387299}]"
1361,1361,"[{'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 263649945}]"
1362,1362,"[{'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 2931483505}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 2801311442}]"
1363,1363,"[{'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 3063320916}]"
1364,1364,"[{'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 745965939}]"
1365,1365,"[{'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 2931483505}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 609666430}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 899855954}]"
1366,1366,"[{'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 975429949}]"
1367,1367,"[{'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 24925370}]"
1368,1368,"[{'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 2931483505}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 3365127084}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 3753648496}]"
1369,1369,"[{'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 1657401727}]"
1370,1370,"[{'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 798520364}]"
1371,1371,"[{'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 2931483505}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 584392035}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 116193775}]"
1372,1372,"[{'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 553093017}]"
1373,1373,"[{'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 2596471871}]"
1374,1374,"[{'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 2618534366}]"
1375,1375,"[{'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 4235122381}]"
1376,1376,"[{'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 3768438372}]"
1377,1377,"[{'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 2450788523}]"
1378,1378,"[{'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 3301904089}]"
1379,1379,"[{'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 2010801679}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 3523296417}]"
1380,1380,"[{'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 1546637391}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 2396489472}]"
1381,1381,"[{'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 2357520979}]"
1382,1382,"[{'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 2931483505}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 1132740487}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 1132740486}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 1132740485}]"
1383,1383,"[{'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 3239299468}]"
1384,1384,"[{'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 1196733167}]"
1385,1385,"[{'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 3298446480}]"
1386,1386,"[{'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 2931483505}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 2528315727}]"
1387,1387,"[{'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 1319823571}]"
1388,1388,"[{'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 2931483505}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 1395580616}]"
1389,1389,"[{'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 4048389864}]"
1390,1390,"[{'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 2500502982}]"
1391,1391,"[{'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 902934539}]"
1392,1392,"[{'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 2779035018}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 1570042021}]"
1393,1393,"[{'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 1427256713}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 2213355989}]"
1394,1394,"[{'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 684616255}]"
1395,1395,"[{'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 2931483505}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 4226042919}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 4226042918}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 4226042917}]"
1396,1396,"[{'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 986191425}]"
1397,1397,"[{'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 1385518514}]"
1398,1398,"[{'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 2931483505}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 3549553800}]"
1399,1399,"[{'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 3610750208}]"
1400,1400,"[{'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 185041502}]"
1401,1401,"[{'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 806917387}]"
1402,1402,"[{'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 2931483505}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 314669087}]"
1403,1403,"[{'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 2093762600}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 2779841499}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 2779841496}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 2779841497}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 2779841502}]"
1404,1404,"[{'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 2093762600}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 2779841499}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 2779841496}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 2779841497}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 2779841502}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 2779841503}]"
1405,1405,"[{'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 2093762600}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 2779841499}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 2779841496}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 2779841497}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 2779841502}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 2779841503}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 2779841500}]"
891979,891979,"[{'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': False, 'plugItemHash': 1015611457}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': False, 'plugItemHash': 460017080}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': False, 'plugItemHash': 3523296417}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': False, 'plugItemHash': 2848615171}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 2213355989}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 957782887}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 3425386926}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 706527188}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 460017080}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 2726471870}]"
11982626,11982626,"[{'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 2931483505}]"
22229563,22229563,"[{'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 3142289711}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 1087426260}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 106909392}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 2420895100}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 3177308360}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 1431678320}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 3230963543}]"
